ECKVILLE,3022158
CANMORE,3051260
PORT RADIUM,2203300
LINDBERGH AGDM,3013921
RADWAY,3015345
FOREMOST EXP ST,3032650
RED DEER REGIONAL A,3025481
RANFURLY,3015400
ENDEAVOUR 2,4082376
WHITE FOX CDA EPF,4078800
CUPAR,4011980
MORDEN,5021840
SWIFT CURRENT A,4028040
EDSON,3062241
COLINTON,3061728
SHAUGHNESSY,3035880
COWLEY TANNER,3031927
BERWYN CDA,3070642
BARRHEAD,3060532
GRASSY LAKE RIVERS DEV,3032930
VEGREVILLE,3016760
DOWLING LAKE,3022108
BIG STONE,3020676
BIRCH RIVER,5040218
COLLINS BAY CAMECO,4061632
YA HA TINDA  AFS,3057673
LACOMBE CDA,3023720
FORTRESS MOUNTAIN,3052705
BUFFALO,3020952
GRASMERE,1153282
ELNORA SALEM,3012330
PINE LAKE NORTH,3025K22
CHISHOLM LO,3061570
RICHARDSON LO,3065492
MUSKWA LO,3074750
ELK RIVER ER RS,3012281
OKOTOKS,3034915
PEACE RIVER A,3075041
WORSLEY,3077660
BIG VALLEY AGCM,3020679
HAND HILLS AGCM,3022990
WHITE MOUNTAIN LO,3077440
AKLAVIK A,2200100
CADOTTE LO,3070995
PIMPLE LO,3065180
SALTEAUX,3065693
SHEEP RS,3055883
ATHABASCA 3,3060322
WILDWOOD NEWBERY,3067NF0
WHITEMOUTH LAKE,5023149
LAC VERT,4084ALM
DAVIN 5,4012164
HALDANE RIVER,2202349
WHITEMUD GRAZING,3077478
THREE HILLS SOUTH,302F4HF
CARLSON TOWER,3071332
WOODHOUSE,3037650
BINDLOSS EXP ST,3020696
RYCROFT AGCM,3075601
CLEAR HILLS LO,3071660
BLACKIE NORTH,3030GJ1
WOLF LO,3067620
LONE PRAIRIE SOUTH,1184GJ6
OCHRE RIVER,5.04E+09
BRAINTREE 1,5030334
WHISKEY GAP,3047365
JASPER EAST GATE,3063523
DIDSBURY,3022083
COWLEY TODD CREEK,3051928
FABYAN,3012515
GIBBONS,3012P82
ATHABASCA EXP ST,3060337
NOBLEFORD EXP ST,3034820
NOTIKEWIN LO,3074900
HUGHENDEN AGCM,3013362
HALKIRK AGCM,3012999
THELMA CREEK,3046376
PRIMROSE LO,3065305
BRETON PLOTS,3010816
CASTLE,3051430
SEXSMITH WIEBE,3075858
LAVOY SOUTH,3013771
HORN RIVER,2202518
WINNIPEG INTL A,5023227
LOVERNA CDA EPF,4044680
NIPAWIN,407N51G
ALTONA,5020040
SHEEP RIVER 2,3055H8C
SIMONETTE,3075937
SMOKY LAKE AGDM,3016022
ELLICE RIVER (AUT),2301094
BLUFFTON,3020730
GROUARD,3062966
WATERTON LAKES CEDAR CAB,3057060
SCOTCH CAMP,3055768
GLACIER,1173180
FORT MCPHERSON NWLFS,2201602
MAYBERNE LO,3064240
VETERAN,3016817
SANS SAULT RAPIDS,2203675
ATLEE AGCM,3020405
SLAVE LAKE AWOS A,3066002
SEAFORTH LO,3075790
SANDY LAKE LO,3065715
HIGHVALE,3013247
MULVILHILL,5041973
TOLSTOI,5022928
DAUPHIN NORTH,5040684
PADDOCKWOOD EXP ST,4075840
WAWANESA,5013125
BAY D'ESPOIR GEN STN,8400413
DOYLES CDA EPF,8401525
LAMONT,3013PFD
MOON LAKE,3064640
RADWAY AGCM,3015346
MACDOWALL,4054795
EMO RADBOURNE,602K300
SMOKY BURN CDA EPF,4077560
CONNELL CREEK EXP ST,4071680
SNOWFLAKE 4NE,5022G04
LUMSDEN,4014720
MISSI,5061765
GODS LAKE NARROWS A,5061067
AYLESBURY CDA EPF,4010360
DEERWOOD RCS,5020725
PAULSON,5042062
LAPORTE,402DADF
READLYN,4026480
VICEROY EXP ST,4038470
BROAD VALLEY,5030510
PINE FALLS,5032164
GUERNSEY,4013038
CAMERON,5010538
CARON,4011280
ESTEVAN A,4012403
FRONTIER,4032766
GRENFELL,4013030
KOMAKUK BEACH A,2100685
BIRDS HILL NURSERY,5020222
HUBBARD,4013280
MAISONNETTE,8102555
MALAGASH POINT,8203396
HUNTER RIVER,8300439
BADDECK,8200300
DARLINGFORD,5020670
SNOWDEN CDA EPF,4077600
WINNIPEG CHARLESWOOD,5023190
ANOLA,5020069
CONQUEST,4051720
WEIRDALE,4058728
WHALE COVE,2303985
ROSE VALLEY,8300550
HARMONY,8202300
NORTH SYDNEY,8204165
CHAPLIN,4021520
WILLMAR,4018960
CARMAN U OF M CS,502I001
LAC SEUL,6034282
LORNE STATION,8203156
WENTWORTH,8206225
GOOSE A,8501900
SEARSVILLE,8104938
BADDECK BELL,8200301
MARYVALE,8203430
VERNON BRIDGE,8300870
COLLINA,8101152
CAMBRIDGE STATION,8200630
FOXTON,5020980
BIRDTAIL,5010227
ERICKSON,5010894
RABBIT LAKE,4046360
DELORAINE 2,5010761
DAVIN 4,4012163
PORTAGE LA PRAIRIE,5012279
MOAK LAKE,5061770
BACCARO PT,8200255
BEAR RIVER,8200500
POINTE DE L'EGLISE,8204459
WOODLOT,4039028
GNADENTHAL,5021058
REGINA RCMP SNOW,4016565
WINNIPEG ANDERSON AVE,5023170
SOUTH HIGHLANDS,8205180
RAPIDS DEPOT,8104284
SPRUCE HILL LAKE,8205300
NAIN A,8502800
ST STEPHEN,8104936
DIVIDE,4062220
LESTOCK,4014325
FORT QU'APPELLE,4012600
THOMPSON ZOO,5062926
MISCOU ISLAND (AUT),8103050
TIMBERLEA,8205800
DIGBY,8201600
SUSSEX 2,8105202
LONG SPRUCE GEN STN,5061581
MORDEN CDA CS,5021849
DARLINGFORD NORTH,5020672
TURTLE MOUNTAIN 5,5012940
ROSEBANK,5022490
MAHONE BAY,8203300
KILLINEK,2402667
MAPLE PLAINS,8305500
DORE LAKE,4062237
GUNTON HATCHERY,5021227
ROCKGLEN (AUT),4036844
BARCLAY,6030488
BRANDON RCS,5010490
PLASTER ROCK NBEPC,8104001
MEIGHEN ISLAND NORTH,240BFH9
CAPE SABLE,8200700
ST PAUL ISLAND,8204900
MUSQUASH,8103400
CUTBANK,401JR89
SASKATOON INTL A,4057152
HARRINGTON CDA CS,830P001
LIMERICK,4024400
GRASSY NARROWS,6033505
CLIMAX,4031585
PRINCE ALBERT,4056230
KENTON,5011434
SPRUCE LAKE,4047730
OTTER RAPIDS,4065710
TOGO,4018098
RIDGEDALE,4076790
WINNIPEG FORT WHYTE,50232KJ
MIAMI HAWKEN,5021735
KERROBERT,4043750
MIDALE,4015160
SPIRITWOOD,4067720
ENNADAI LAKE (AUT),2301102
BEAVER,5040165
GLASNEVIN,4012885
CHESTERFIELD,2300700
GLEN MORAY,4012930
LLOYDMINSTER 12E,4044562
WAWOTA,4018678
WINNIPEG ST JAMES,5023240
KELVINGTON EXP ST,4083736
QU'APPELLE 1,4016322
CARBERRY CS,5010547
TURTLE MOUNTAIN 8,5012943
SELKIRK,5022630
WINNIPEG A FIRE HALL,5023223
ANGLIA,4040180
POPLAR POINT,502KKNL
DIRT HILLS,4012215
ROBSART,4036841
RAPID CITY FORREST,5012333
DAVIDSON 30 NE,4012130
MERRYFLAT,4035120
DURBAN CDA EPF,5040840
NORTHSIDE,4055640
HODGSON 6N,503JC00
DAVIDSON,4012120
REGINA SIAST SNOW,4016563
FISHER BRANCH (AUT),50309J6
BAD LAKE IHD 102,404037Q
SWAN RIVER RCS,504K80K
SQUAW RAPIDS,4077735
ST LABRE,5022575
BECHARD,4010540
VALPARAISO,4078415
NELSON CITY HALL,1145433
CLINTON,6121630
VINSULLA,1168667
CYPRESS BOWL GRANDSTAND,1102257
CAMPBELL RIVER A,1021261
HERIOT BAY SE,1023462
MACMILLAN PASS,2100695
CRAWFORD BAY,1142112
ALBERNI MCCOY LAKE,1030220
RED PASS JUNCTION,1096660
ALTA LAKE NORTHAIR MINE,1040400
TASEKO RIVER VICK CREEK,1087998
VANCOUVER OAK 53,1108462
VANCOUVER DUNBAR,1108435
CHEEKYE,1041490
108 MILE HOUSE,1095796
JOHNSONS CROSSING,2100670
LADYSMITH,1024485
KYUQUOT,1034440
STUART CHANNEL BOAT HARBOUR,102PG75
BONILLA ISLAND,1060902
INDIAN ARM CENTRAL,1103647
STUIE TWEEDSMUIR LODGE,1067776
BOB QUINN,1200R0A
MAPLE RIDGE STP,110D90K
GRAND FORKS HARDY MTN,1133273
AGASSIZ RCS,1100119
YMIR,114R006
GOLDEN AIRPORT,1173220
GALIANO NORTH,10130MN
PREMIER,1066420
BELLA COOLA AIRPORT,1060844
SOUTH SLOCAN,1147620
FORWARD HARBOUR,106C0C5
NORTH VANCOUVER DOLLARTON,110NFNF
OKANAGAN CENTRE CAMP RD,112E700
BOWEN ISLAND KILLARNEY LAKE,1040R1J
BOB QUINN AGS,1200R0J
WHISTLER MOUNTAIN HIGH LEVEL REMOTE WIND,1108989
YALE,1119002
ZEBALLOS,1039030
SURREY NEWTON,1107878
TYAUGHTON LAKE RESORT,1088326
CARMI,1131410
PRINCE GEORGE WESTWOOD,1096470
WEST VANCOUVER MATHERS,1108837
SMITHERS AIRPORT AUTO,1077501
BURWASH AIRPORT AUTO,2100184
ENDAKO MINE,1092676
PORT ALICE,1036240
CORTES ISLAND TIBER BAY,1021960
NELSON NOTRE DAME U,1145443
SAYWARD BIG TREE CREEK,1027115
CHASE,1161470
CHRISTIAN VALLEY,1131615
SPOKIN LAKE 4E,1097646
KAMLOOPS DALLAS,116CQAK
KELOWNA QUAILS GATE,1123993
70 MILE HOUSE,1167191
WHITEHORSE A,2101303
CHUTE LAKE,1121620
QUATSINO LIGHTSTATION,1036572
FAUQUIER 2,1142826
HARROP,1143338
KITIMAT 2,1064321
NEW WESTMINSTER WEST,1105570
LENNARD ISLAND,1034600
HARDY ISLAND,104LC3N
PUNTZI MOUNTAIN (AUT),1086558
BARRIERE,1160670
N VANCOUVER CLEVELAND,110EF56
NAKUSP,1145300
QUILL CREEK,2100914
JESMOND,1093730
PITT MEADOWS ALOUETTE RIVER,110FJPP
EDGE HILLS BUTCHER CREEK,111KFLR
LANGLEY PRAIRIE,1104560
NORTH VANCOUVER CITY,1105656
MARGARET LAKE,2100697
LILLOOET RUSSELL ST,1114626
PALLANT CREEK,1055950
NAMU,1065310
QUADRA ISLAND,1026560
DOUGLAS LAKE,1122541
FORT ST JAMES,1092970
ALDERGROVE 2,1100241
BIG CREEK (AUT),10808G0
SALMON ARM CS,116FRMN
YOYO,1199020
SOUTH PENDER ISLAND 2,1017610
BOWRON LAKE,1090R0R
LYTTON BOTANIE VALLEY,1114742
HOLBERG PUMP HOUSE,1033485
TWAN CREEK,1098318
PRINCE GEORGE STP,1096468
PUNTCHESAKUT LAKE,1086550
OOTSA LAKESKINS LAKE CLIMATE,1085836
HOWE SOUND - PAM ROCKS,10459NN
MACKENZIE A,1184790
AIYANSH,1070150
JOE RICH CREEK,1123750
CYPRESS BOWL UPPER,1102254
BABINE LAKE HALIFAX BAY,1070572
PITT MEADOWS LOUGHEED,1106179
MACKENZIE AIRPORT AUTO,1184793
HONEYMOON BAY NORTHWEST,1013519
VERNON CS,1128581
HOPE LITTLE MOUNTAIN,1113570
ASHCROFT VENABLES VLY,1160546
UCLUELET,1038330
TEXADA ISLAND A,1048140
EAST LILLOOET,1112625
OCEAN FALLS,1065670
KAMLOOPS KIMBERLY CRESCENT,1163826
HIGHLAND VALLEY BCCL,1123468
PITT MEADOWS STP,110FAG9
BUNTZEN LAKE,1101140
NEW WESTMINSTER,1105550
LOUIS CRK MEL-BAR RANCH,1164720
NARAMATA,1125380
HOPE (AUT),1113541
RENNELL SOUND,1056742
VANCOUVER QUILCHENA,1108470
KILDONAN,1034170
TLELL,1058190
LINDEMAN CITY,1204632
TRANQUILLE,1168220
VICTORIA SINCLAIR ROAD,1018658
BANKEIR,1120630
QUESNEL AWOS,1096625
NELSON VOCATIONAL SCHOOL,1145446
CHEMAINUS,1011500
CARMANAH,1031400
ALLISON PASS,1110350
N VANC GRAND BLVD,110EF57
SAANICH DENSMORE,1016942
CARMANAH POINT,1031402
KWOTLENEMO LAKE,1114435
ADDENBROKE ISLAND,1060080
KINDAKUN ROCKS (AUT),1054222
KELOWNA PC BURNETTS NURSERY,1123992
VANCOUVER TRAFALGAR PK,1108482
NAAS HARBOUR,1065275
PEACHLAND GREATA RANCH,1126078
WILLIAMS LAKE RIVER,1098946
THURSO,7038500
LAKEVIEW MOE,6154310
TIMAGAMI,6088271
PORT COLBORNE LIGHT,6136607
PERCH LAKE MAIN IHD,6106378
ST NAZAIRE,7027588
ST COME,7017080
EVAIN,708B309
LONDON NW,6144483
ALMONTE,6100226
RIDEAU CANAL UPP BREWERS,6107105
ASBESTOS,7020360
RENAULT,7096462
AURORA,6150395
JOLIETTE VILLE,7013362
INUKJUAK,710S005
BRECHIN BEACH,611095R
OAKVILLE SOUTHEAST WPCP,615N745
BURLINGTON DRURY LANE,6151055
HERON BAY SOUTH,6043460
LAC AUX SABLES,701LEEH
HOLSTEIN,6113480
MARKHAM 2,6154988
QUEBEC,7016280
SHAWVILLE WINSLOW,7038046
OSKELANEO,7075750
THORNBURY ORCHARD,6118253
RIVIERE CHIGOUBICHE,706FFA0
BERSIMIS,7040680
PORT ARTHUR CKPR,6046590
HOPES ADVANCE BAY,7113150
HARTLEY,6163360
RIVIERE ST AUGUSTIN,7046663
DOUCET,7092130
KITCHENER CITY ENG 1,6144240
VINELAND,6139141
CLAYBANK,4011580
VALCARTIER,7018572
HORNEPAYNE,6053570
MOOSONEE,6075420
ST CLET NORD,7017032
LITTLE BRITAIN,6164446
ST PLACIDE,7017657
TORONTO BROADVIEW,6158412
SAULT STE MARIE,6057589
QUAQTAQ,7116270
BLUE CORWHIN,6140Q17
ST URBAIN,7047770
FORSYTHE,7092395
SAVANNE LAKE,6047617
ST COME DE LINIERE,7027083
RUSKVIEW,6147229
BLANCHE,7030810
WIARTON,6119495
STE ANNE DE BELLEVUE,7026839
KUUJJUARAPIK A,7103537
SPRUCEDALE,6117981
BRANTFORD MOE,6140954
DOUANES ARMSTRONG,7022127
LAC BENOIT,706I001
UXBRIDGE 2,6159124
PETAWAWA AWOS 2,6106396
WAWA (AUT),6059408
LONDON LAMBETH A,6144481
TORONTO BERMONDSEY,6158385
SAINT JOHN SPRUCE LAKE,810D9KN
ARGYLE HEAD,8200170
MAVILLETTE EXP ST,8203450
SYDNEY A,8205703
CHARLO FALLS,8100900
SHEET HARBOUR,8205100
MUSKOKA SNOW,6115526
RIDEAU CANAL JONES FALLS,6107045
HORNBY TRAFALGAR TS,6153552
PORT BURWELL RES STN 2,61365R9
WESTMINSTER TWP WPCP,6149455
TRENTON MOE,6158888
DUHAMEL,703BBD2
ILE BICQUETTE,705LKPQ
RENFREW SAND POINT,6107004
PRESQU'ILE,6116705
GERALDTON FORESTRY,6042723
TERREBONNE HEIGHTS,7018410
CARIBOU ISLAND,6041221
RODNEY,6137176
DYMOND ONT HYDRO,6072183
TORONTO EAST YORK,6158505
CORNWALL ONT HYDRO,6101901
CAP TOURMENTE,7041177
BOURGET,6100828
BRIER ISLAND,8200604
TRURO (AUT),8205992
METEGHAN RIVER,8203500
OXFORD,8204200
SEAFOAM,8205079
GRANDE DIGUE,8101880
ST. PETERS,8300562
BURKS FALLS,6111045
BRADFORD BROWN,6110859
PORT DARLINGTON WPCP,6156634
EGANVILLE 2,6102252
MATHESON,6075012
LILY DALE,8202950
CHATHAM NBEPC,8101020
SUMMERSIDE CDA,8300600
NORTHEAST MARGAREE (AUT),8204154
LA CAVE,6084278
STOUFFVILLE WPCP,6158084
HONEY HBR BEAUSOLEIL,6113490
BROMONT,7020850
LITTLE FLATLAND ISLAND (AUT),6049470
NEWMARKET 2,615N619
QIKIQTARJUAQ A,2400572
CHATHAM WATERWORKS,6131416
ST CHARLES,6067308
WATFORD,6129389
BOBCAYGEON,6160820
SAINTE MARGUERITE MARIE,7057525
MANIC 5,7044451
WHITEFISH LAKE,6049466
NORANDA,7085560
PAYS PLAT,6046281
UPPER STEWIACKE RCS,8204193
MOBILE,8402759
SHEFFIELD MILLS,8205120
ASHDALE,8200180
HOLMESVILLE,8102226
UPSALQUITCH,8105550
CHESTER,8200816
HALL'S HARBOUR,8202260
CAMPBELLCROFT GANARASKA,6151136
AYTON,6110439
CAP DES ROSIERS,7051055
KAPUSKASING CDA ON,6073980
GLOUCESTER TINKER,6102842
NOTRE DAME DE LORETTE,7065667
LAVAL DES RAPIDES,7024256
TROIS RIVIERES,7018564
ABITIBI CANYON,6070027
POINTE AU CHENE,7036063
CHICOUTIMI OUEST,7061441
FORET MONTMORENCY RCS,7042395
PORTAGE DES ROCHES,7066080
PLEASANT BAY GRAND ANSE,8204450
SARCPA LAKE,2403680
CLYDESDALE,8200940
SABLE ISLAND EAST END,8204702
NOTTINGHAM ISLAND,2402900
JUNIPER,8102275
HARDWOOD RIDGE,8102160
NAIN,8502799
TIDE HEAD,8105300
WILD GOOSE RIVER,8105569
MISTASSIBI,7064993
DEPOT JOHN,7051970
AURORA NE,6150398
CHAPAIS 2,7091305
RIVIERE-DU-LOUP / ST-ANTONIN,7056870
EXETER,6122370
FLANDERS,7022374
MORGANSTON,6155450
PRICEVILLE,6116718
HAMPTON,8102100
ST STEPHEN (AUT),8104937
MIDDLEBORO,8203510
WINDFALL AFS,3067586
KELOWNA BYLANDS,1123977
STE CATHERINE,7016932
WEXFORD,6159459
RIVIERE A MARS,7066550
LONDON SOUTH,6144505
DALHOUSIE MILLS,6101958
ASHTON STN SESIA FARM,6100363
HEMMINGFORD,7023073
WELLINGTON,8300900
RIVIERE DES PRAIRIES,7026612
CARIBOU ISLAND (AUT),6041222
HUTTONVILLE,6153676
HOLLY,6113479
BULWER,7020877
RIVIERE AUX PEKANS,7046580
VAN BRUYSSEL,7068696
INGERSOLL,6143780
LAC CARAVAN,709LNR0
ST REMI,7027690
SOUTHAMPTON,6127887
LAC EDOUARD S,7013642
KOHLER,6134257
LAC KIAMIKA,7033665
HURON PARK,6123672
SOUTHAMPTON TOMORI,6127895
EAST BROUGHTON,7022285
ARTHUR,6140348
GRAVENHURST BOOTH,611C001
TASCHEREAU,7098360
POSTE MONTAGNAIS,7046212
METCALFE,6145064
CACHE BAY,608A06G
CHIBOUGAMAU-CHAPAIS,7091410
NOLALU,6045675
LAC DOZOIS (BGE BOURQUE),7083630
MONTREAL INTL A,7025251
MONTREAL RIVER (AUT),6055378
CLOYNE ONT HYDRO,6161662
CLUB TOURILLI,7011800
BROUGHAM,6151000
KILLALOE,6104125
PRIMROSE WRAY,6146723
ISLAND BROOK NORTH,7023313
LADY FRANKLIN POINT A,2302680
AUTEUIL,7020392
MONT STE ANNE,7045325
AUPALUK A,7110601
LAC SASSAGENAGA,708L70F
TORONTO NORTH YORK,615S001
GAMEBRIDGE,611K661
MAPLE LEAF,7024623
NOMININGUE,7035520
CHARTERIS,7031315
IQALUIT CLIMATE,2402592
HAVRE-SAINT-PIERRE A,7043018
TILLSONBURG NORTH,6138269
MOOSONEE RCS,6075435
AMHERST ISLAND CDA EPF,7050100
FITZROY HARBOUR,6102417
ST ZEPHIRIN,7027787
PORT-MENIER,7056202
JORDAN,6133880
BAIE WAKEHAM,7110DMF
MILLERS LAKE,6145160
MANOUAN SANMAUR 2,7074601
PORT BURWELL RES STN 5,6136E9R
RAMSAYVILLE CRF,6106874
BARRIERE STONEHAM,7010478
BURLINGTON TS,6151064
DE BEAUJEU,701J9NM
MONTREAL JAR BOT,7025257
SHINGLE POINT A,2100950
AIGREMONT,7060070
ST-JOVITE,703GDKB
ABITIBI CAMP 11,6040010
LABRIEVILLE 2,7043543
TORONTO DOWNSVIEW A,6158443
ST MATHIEU,7017555
KINGSTON BEVERLEY ST,6104147
STOUFFVILLE,6158080
MANOTICK,6104931
PERTH,610F3Q0
THETFORD MINES RCS,7028442
DES JOACHIMS,6102009
TORONTO WEST DEANE PARK,6158783
GRIMSBY ALLAN,6133050
WHITBY PRINGLE CREEK,6155874
SANDHILL,6157430
STE THERESE SEMINAIRE,7017753
ORONO,6155854
HERON BAY,6043458
ALVINSTON,6120250
RAMORE TS,6076870
SOUTH BAYMOUTH,6097915
POINTE CLAIRE,7026073
ST FIDELE,7047257
PERCE,7055920
WAKEFIELD,7038835
PORT LAW,6116679
MILTON KELSO,6155187
TORONTO JANE-WILSON,6158712
BARRAGE MONDONAC,7070464
GOODERHAM,6162883
ST AMABLE,7026818
PETERBOROUGH DOBBIN TS,6166428
NOTRE DAME DE LA MERCI,7015665
STE VICTOIRE,7027780
TORONTO ISLAND,6158660
MANUAN LAKE,7064620
STE CECILE,7026936
ESSA ONT HYDRO,6112340
NOTRE DAME DU NORD,7085682
DEPOT JOBIN,7011960
BRITANNIA MILLS,7020835
CORNWALL ST LHS,6101909
EDGELEY,4012340
MASSON,7034635
PORT ELMSLEY,6106660
RIVIERE KINOJEVIS,7086630
HARROW CDA AUTO,6133362
TRENTON AWOS,6158872
SAULT STE M SHINGWOUK,6057605
MONTBEILLARD,7085102
GLEN HAFFY MONO MILLS,6152833
ELLIOT LAKE,6052258
MARSTON VERHEGGHE,6134996
THUNDER BAY MCS CENTRE,6048K6J
ST JOSEPH DE MEKINAC,7017422
DONA,6042063
COLLINGWOOD,6111793
LAC PAMOUSCACHIOU,7063684
UDORA,6119055
MARATHON,6044959
HAWKESBURY,8204493
KINGSTON QUEENS U,6104185
ST PHILEMON,7057652
KUUJJUARAPIK,7103539
TURBINE,6068980
STE ELIZABETH,5022553
POSTE DE CHAPAIS,7096205
FABREVILLE,702BL09
RIVIERE ETERNITE,7046619
ALFRED AUTOMATIC CLIMATE STATION,6100174
MELOCHEVILLE,7024858
WILCOX LAKE,6159510
PETERBOROUGH,6166416
CAPE HOPES ADVANCE,7111080
THUNDER BAY AWOS,6048264
NEW LISKEARD,6075594
HAMILTON PSYCH HOSPITAL,6153298
TOBERMORY,6128320
STE ANNE DES MONTS,7056850
UNIONVILLE OWRC,6159060
HUNTSVILLE WPCP,6113663
ST SIMEON,7047735
MOOSONEE A,6075428
TORONTO KINGSWAY,6158722
CLYDE RIVER CLIMATE,2400802
PARRY SOUND CCG,6116257
TORONTO MET RES STN,6158740
EUGENIA,6112350
NIPIGON,6045665
LAGOON CITY,6114295
TOUR LAC AUX PERLES,7048N13
CHRISTMAS BROOK NORTH,7021460
BARRHEAD CS,3060535
PINE COULEE FP,3035228
SOCIAL PLAINS AGCM,3036040
EAGLESHAM AGCM,3072151
SIBBALD EAST,3025925
FORT MACLEOD AGCM,3032683
FORT MACLEOD EXP ST,3032685
BARNWELL AGDM,3030525
TAYLOR FLATS,1188020
BARONS EXP ST 2,3030531
YOHO NP OHARA LAKE,117R00H
CAMBRIDGE BAY GSN,2400602
GANDER AIRPORT CS,8401705
BONAVISTA,8400600
ST SHOTTS,8403617
ST BRIDE'S,8403418
FORTEAU,8501615
TERRA NOVA NAT PARK HQ,8403852
CAPE KIGLAPAIT,8500926
TOM HILL LO,3066495
KAKWA NOTUS,3053587
HASTINGS LAKE,3013060
RYCROFT,3075600
CAMERON HILLS,2200606
BRETON,3010815
GLEICHEN,3032800
LIVINGSTONE,3053925
SPIRIT RIVER AUTO STATION,3076069
RANFURLY 2NW,3015405
EVANSBURG CDA EPF,3062480
FORT MCMURRAY CS,3062696
CHISHOLM MILLS,3061571
GATESHEAD ISLAND,2402332
FORT SMITH CLIMATE,2202202
CORMACK RCS,8401295
WEST ST MODESTE,8504216
TERRENCEVILLE,8403858
ASHUANIPI,8500200
CORMACK,8401286
FLOWERS ISLAND,8401585
COMFORT COVE DECCA,8401260
BENTON,8400505
FORT SMITH,2202196
SUNNYNOOK AGCM,3026264
BIG STONE LOCKHART,3020670
BERWYN,3070640
RALSTON,3035360
HEMARUKA AGCM,3013140
PEACE RIVER CROSSING,3075047
HUSSAR,3023400
HORN PLATEAU,2202516
O CHIESE LO,3014912
HILL SPRING,3033281
HIGH LEVEL RS,3073150
SKOKI,3055976
SUNDRE,3026258
EISENHOWER JUNCTION,3052255
HOLDEN,3013344
LASHBURN 1,4044155
FORT ST JOHN,1182998
BOAT HARBOUR,8400578
PETTY HARBOUR,8402925
BURGEO 2,8400800
RED HARBOUR PB,8403083
IRMA WEST,3013467
FORT CHIPEWYAN RCS,3072659
OLDS AGDM,3024925
STRATHMORE,3036200
STREETER,3056212
DAVID THOMPSON RESORT,305A9N4
GLASSFORD,3042793
EMBARRAS A,3062360
CLEARWATER SPAHATS CREEK,116JF55
MEAGER CREEK,1085064
BOWEN ISLAND JOSEPHINE RIDGE,104091A
HINDS LAKE,8402210
GALLANTS,8401642
ROCKY HARBOUR,8403096
SALT POND,8403623
PANNY LO,3074983
CARMANGAY EXP ST 2,3031341
BAYNES LAKE KOOTENAY RIVER,1150690
CLARESHOLM NORTH,3031FN6
VERGER,3026800
PIGEON LO,3055175
KEG RIVER RS,3073641
NORTH COOKING LAKE,3014870
MOULD BAY CAMP,2502G00
VANDERHOOF BRAESIDE RD,1098DR0
ESQUIMALT,1012700
TELKWA COAL MINE RD,1078072
DAWSONS LANDING,1062295
MILNES LANDING,1015160
KNUTSFORD 2S,1164LH5
SAMATOSUM MOUNTAIN MINE,1167008
RODDICKTON,8403098
NORTH HARBOUR,8402874
COLINET,8401200
RATTLING BRK NORRIS ARM,8403085
ST JOHN'S THORBURN ROAD,8403523
BURNS CREEK,3050974
MEDICINE LODGE RS,3064490
AZURE,3030450
KTNY NP MARBLE CANYON,1154402
FLAT RIVER,2201345
MACLURE LAKE,1074800
CACHE CREEK 16 MILE,1161215
PORT MOODY MERIDIAN,1106L3K
SODA CREEK,1097550
KETTLE VALLEY BCFS,1134130
SAANICH CAMOSUN COLLEGE,1016941
DELTA PEBBLE HILL,1102420
SANDSPIT AIRPORT AUTO,1057051
ROBERT'S ARM,8403093
BAIE VERTE,8400350
ROSS BAY,8503100
TSICHU RIVER,2203891
CLARESHOLM,3031640
PINE RS,3075223
TWO HILLS AGDM,3016655
CARMANGAY,3031338
JACKPINE AFS,3073511
CLARESHOLM MEADOW CREEK,3031F5F
SUMMERLAND CDA,1127800
FALKLAND SALMON VALLEY,1162784
DUNCAN BAY,1022560
PORT KELLS,1106300
PAINT MOUNTAIN TOWER,2100850
GREEN ISLAND,1063298
ENGLEE (AUT),8401538
ST. ANTHONY LWIS,840D401
PORT AUX BASQUES CHANNEL,8403000
EXPLOITS DAM,8401550
RABBIT KETTLE,2203342
BASELINE LO,3010534
FOGGY LO,3072635
CONSORT WADES,3011840
HOLDEN SOUTH,3013C44
MICHICHI CREEK,30245KL
VERNON BELLA VISTA,1128553
LIONS BAY,1104634
PARKSVILLE,1025970
EDMONTON LYNNWOOD,3012207
EDRA LO,3072235
SMITH RS,3066018
SHALKA LAKE,3015879
HINTON VALLEY,306A009
BANANA BELT,3060514
ROGERS PASS,1176825
AMBER LO,3070230
OLIVER STP,1125766
EDENBANK SARDIS,1102F3H
MACKENZIE TOWNSITE,1184795
KNUTSFORD,1164384
NIMPO LAKE,1085597
CAPE BEALE LIGHT,1031316
GERRARD,1143120
CARMICHAEL EXP ST,4021240
RIVERS PETTAPIECE,501BMMA
LEADER,4024160
FALCON LAKE TCPL 45,5030912
PORTREEVE,4026175
CARBERRY,5010548
PENNANT,4026040
DRYDEN FORESTRY,6032122
SOMERSET,5012710
BOW VALLEY PROV PARK,3050779
PINEDALE,3065B2A
CHEDDERVILLE CDA EPF,3011520
LAC LA BICHE,3063680
REVELSTOKE MT COPELAND,1176753
CARWAY,3031400
BLACKSTONE LO,3010712
FALSE NICHOLAS,3052603
GAMETI A,2203365
PINCHER CREEK (AUT),3035206
OLIVER AGDM,3014921
CALGARY SIMONS VALLEY,3031105
LYNDON,3054120
CAPE NOREM,2500667
LITTLE RED RIVER RS,3073924
ATHABASCA AGCM,3060330
